"entity_id","type","value","id"
"001","magnet_boolean","TRUE",""
"002","magnet_boolean","TRUE",""
"003","magnet_boolean","TRUE",""
"004","magnet_boolean","TRUE",""
"006","magnet_boolean","TRUE",""
"007","magnet_boolean","TRUE",""
"008","magnet_boolean","TRUE",""
"009","magnet_boolean","FALSE",""
"010","magnet_boolean","TRUE",""
"011","magnet_boolean","TRUE",""
"012","magnet_boolean","TRUE",""
"013","magnet_boolean","FALSE",""
"014","magnet_boolean","TRUE",""
"015","magnet_boolean","TRUE",""
"016","magnet_boolean","TRUE",""
"017","magnet_boolean","TRUE",""
"018","magnet_boolean","FALSE",""
"019","magnet_boolean","TRUE",""
"020","magnet_boolean","TRUE",""
"023","magnet_boolean","FALSE",""
"024","magnet_boolean","TRUE",""
"025","magnet_boolean","TRUE",""
"026","magnet_boolean","TRUE",""
"027","magnet_boolean","TRUE",""
"034","magnet_boolean","TRUE",""
"036","magnet_boolean","TRUE",""
"039","magnet_boolean","TRUE",""
"041","magnet_boolean","TRUE",""
"042","magnet_boolean","TRUE",""
"043","magnet_boolean","TRUE",""
"044","magnet_boolean","FALSE",""
"045","magnet_boolean","TRUE",""
"046","magnet_boolean","FALSE",""
"047","magnet_boolean","TRUE",""
"048","magnet_boolean","TRUE",""
"049","magnet_boolean","TRUE",""
"050","magnet_boolean","FALSE",""
"051","magnet_boolean","TRUE",""
"052","magnet_boolean","TRUE",""
"053","magnet_boolean","TRUE",""
"054","magnet_boolean","FALSE",""
"055","magnet_boolean","TRUE",""
"056","magnet_boolean","TRUE",""
"057","magnet_boolean","TRUE",""
"058","magnet_boolean","TRUE",""
"059","magnet_boolean","TRUE",""
"060","magnet_boolean","TRUE",""
"061","magnet_boolean","TRUE",""
"062","magnet_boolean","TRUE",""
"064","magnet_boolean","TRUE",""
"068","magnet_boolean","FALSE",""
"069","magnet_boolean","FALSE",""
"071","magnet_boolean","FALSE",""
"072","magnet_boolean","TRUE",""
"075","magnet_boolean","TRUE",""
"077","magnet_boolean","FALSE",""
"078","magnet_boolean","TRUE",""
"079","magnet_boolean","TRUE",""
"080","magnet_boolean","TRUE",""
"081","magnet_boolean","TRUE",""
"082","magnet_boolean","TRUE",""
"097","magnet_boolean","FALSE",""
"098","magnet_boolean","TRUE",""
"099","magnet_boolean","FALSE",""
"100","magnet_boolean","FALSE",""
"102","magnet_boolean","FALSE",""
"104","magnet_boolean","FALSE",""
"105","magnet_boolean","FALSE",""
"106","magnet_boolean","TRUE",""
"107","magnet_boolean","FALSE",""
"108","magnet_boolean","FALSE",""
"109","magnet_boolean","TRUE",""
"110","magnet_boolean","TRUE",""
"111","magnet_boolean","FALSE",""
"112","magnet_boolean","FALSE",""
"113","magnet_boolean","FALSE",""
"114","magnet_boolean","FALSE",""
"115","magnet_boolean","TRUE",""
"116","magnet_boolean","FALSE",""
"117","magnet_boolean","FALSE",""
"119","magnet_boolean","FALSE",""
"120","magnet_boolean","FALSE",""
"121","magnet_boolean","TRUE",""
"122","magnet_boolean","TRUE",""
"123","magnet_boolean","TRUE",""
"124","magnet_boolean","FALSE",""
"125","magnet_boolean","TRUE",""
"127","magnet_boolean","FALSE",""
"128","magnet_boolean","FALSE",""
"130","magnet_boolean","FALSE",""
"131","magnet_boolean","FALSE",""
"132","magnet_boolean","FALSE",""
"133","magnet_boolean","TRUE",""
"135","magnet_boolean","TRUE",""
"136","magnet_boolean","FALSE",""
"137","magnet_boolean","FALSE",""
"138","magnet_boolean","TRUE",""
"140","magnet_boolean","FALSE",""
"144","magnet_boolean","FALSE",""
"147","magnet_boolean","FALSE",""
"148","magnet_boolean","TRUE",""
"149","magnet_boolean","FALSE",""
"151","magnet_boolean","TRUE",""
"152","magnet_boolean","FALSE",""
"153","magnet_boolean","FALSE",""
"154","magnet_boolean","FALSE",""
"155","magnet_boolean","FALSE",""
